985228024057844,全家福超市（益江路店）,0,月售13,http://p0.meituan.net/waimaipoi/85aa840d671ecbafbf4dcb88d1fc4eeb14336.jpg,,30分钟,0,起送 ¥30,夜间配送 ¥6.5,,1,,907m,,,,张江镇盛夏路916号1-102室,08:00-23:00
875629048565508,冷饮川沙汇凯配送站,45,月售174,http://p0.meituan.net/business/41ec725c383234182f4c3c83b9a0c4db146005.jpg,,41分钟,0,起送 ¥50,配送 ¥5,,1,,6.6km,,,"[{'info': '满50减1', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '满35元赠送赠送价值5元冰淇淋1份', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇川银路88号1层,01:00-23:59
850331691234324,旺客隆果业（切片、果汁）,44,月售315,http://p0.meituan.net/business/c965bdf96bf887f4bad60515aca81750330143.png,,3小时,0,起送 ¥0,配送 ¥20,,1,,13.6km,,,"[{'info': '满19减2;满29减3;满39减4;满69减7;满99减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.02折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额50元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",苗圃路239号（公利医院）,07:40-23:59
1084085286302215,倪氏盱眙龙虾·烧烤（川沙店）,39,月售348,http://p1.meituan.net/waimaipoi/54c80bd6f22f33bdeeccdb7c62fe35d627387.jpg,,53分钟,0,起送 ¥50,配送 ¥10,,1,,7.5km,,,"[{'info': '满98减20;满138减28;满268减33;满388减43;满666减88', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品8.1折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区进贤路28号一-三层,"00:00-04:35,14:00-23:59"
924922388234528,哈哈镜（浦东南路店）,0,月售35,http://p1.meituan.net/waimaipoi/3b41a4f158ef6048eba790047d8ea50125072.jpg,,70分钟,0,起送 ¥0,配送 ¥38,,1,,16.9km,人均 ¥124,,"[{'info': '满78减7;满136减12;满188减16;满228减20;满296减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.95折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区浦三路408号（南码头路577号）,00:00-23:59
849919374347537,山东水饺馆（孙桥店）,0,月售114,http://p1.meituan.net/waimaipoi/0c4b510235691c247cbdb595da0188b0241276.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥9,,1,,3.4km,,,"[{'info': '满25减5;满50减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥路326号（择上择附近）,07:00-23:59
1090544917094496,盱眙十三香龙虾,42,月售216,http://p1.meituan.net/waimaipoi/85a352638eef0104fef8ebb60885549a49152.jpg,,38分钟,0,起送 ¥150,配送 ¥15,,1,,9.0km,,,"[{'info': '满48减13;满98减20;满250减35;满398减45', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.67折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",学北路13号,"00:00-04:00,10:00-23:59"
934762158313378,榴芒先生千层蛋糕,0,月售13,http://p1.meituan.net/waimaipoi/1ccbad029b958219a99cbf6a7dac13b2151225.jpg,,70分钟,0,起送 ¥0,配送 ¥5,,1,,16.5km,人均 ¥145,,"[{'info': '满100减40;满200减60;满300减80', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品7.11折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",塘桥街道茂兴路61号11号房,08:00-23:59
1082268515111553,英伦时光（凤中路店）,0,月售22,http://p1.meituan.net/waimaipoi/03b3c49ab7ee4b45841e270c1411792c268288.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,70分钟,0,起送 ¥50,配送 ¥5,,1,,,人均 ¥147,,"[{'info': '满30减20;满150减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.74折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市青浦区华新镇凤中路22号,06:00-22:59
1110860112398753,acake私家烘培,0,月售25,http://p0.meituan.net/waimaipoi/f5c6cf91bf84e66ad99490383b8d0979126976.jpg,,70分钟,0,起送 ¥0,配送 ¥0,,1,,17.4km,人均 ¥123,,"[{'info': '满30减20;满158减30;满258减40;满358减50;满488减65', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.09折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",新吉村1186号,06:00-23:00
901381672472306,济州岛烤肉拌饭,0,月售15,http://p0.meituan.net/waimaipoi/56b5cc1b8a5f769482c2838ebad30f1126624.jpg,,30分钟,0,起送 ¥0,配送 ¥5,,1,,2.8km,,,"[{'info': '满50减8', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",张江路760号,10:30-23:59
1125888203003897,喜士多（高科东门市店）,0,月售31,http://p0.meituan.net/waimaipoi/c9924dcb0adcaf66600866d7261f9c6c7192.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.4km,,,"[{'info': '折扣商品6.02折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区高科东路777弄8号109室,07:00-23:59
1018380876607958,孙氏铁板烧(孙桥店),0,月售5,http://p0.meituan.net/waimaipoi/85c46a3f3bdd003dd7e107f7b605cf3434816.jpg,,34分钟,1,起送 ¥20,夜间配送 ¥9,,1,,3.3km,,,"[{'info': '满25减2;满40减5;满50减8;满88减12;满150减18', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥路249号,17:00-23:37
973558597889811,漫猫咖啡（张江店）,0,月售3,http://p0.meituan.net/waimaipoi/a4c2dcace9f093236b0de54edbfa6bc7305324.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥11,,1,,5.7km,,,"[{'info': '满30减5;满60减10;满90减20;满120减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",晨晖路728号103室,08:30-22:30
877888201364037,摩尼卡（新寺店）,0,月售16,http://p0.meituan.net/waimaipoi/e4a5c5c6ca234d899b82d54ae5acc32732768.jpg,,70分钟,0,起送 ¥15,配送 ¥0,,1,,,人均 ¥161,,"[{'info': '满15减12;满100减20;满150减25;满200减35;满300减50', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付60元返11元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",柘林镇新寺社区寺中路164、166号,07:00-23:59
898246346374961,孙桥乐安冷饮站,0,月售43,http://p0.meituan.net/waimaipoi/2d2c5d7a3911337f24e4b1953f8c72b434816.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.6km,人均 ¥15,,"[{'info': '满30减4;满50减5', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥镇陈水关路2-4号,08:00-23:01
962370208100959,寻台记（盛大美食城店）,0,月售0,http://p0.meituan.net/waimaipoi/09fa3f33534891306e1b77dc6556d2af24576.jpg,,35分钟,1,起送 ¥20,夜间配送 ¥13,,1,,6.3km,,,,盛荣路188弄1号101-2室,07:00-22:30
925223035955836,涮匠小火锅（浦东店）,0,月售91,http://p0.meituan.net/waimaipoi/552f59920c5c3f4862d562a7c32808ce23137.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,44分钟,0,起送 ¥0,配送 ¥30,,1,,16.2km,,,"[{'info': '满168减70;满268减80;满368减100', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额150元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",临沂路30号1层,"00:00-05:00,10:00-23:59"
1061961909786406,长沙臭豆腐,0,月售58,http://p0.meituan.net/wmproduct/4248cf647a645dac97edfbcb486ffdc1692148.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.2km,,,"[{'info': '满30减5;满50减8', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇孙桥路289号103室,10:00-22:30
997056364000668,CityCake城市蛋糕,48,月售115,http://p0.meituan.net/business/84498a50403c02ed497af609831ae300106942.jpg,,72分钟,0,起送 ¥0,配送 ¥2,,1,,40.8km,人均 ¥147,,"[{'info': '满20减18;满128减25;满258减35;满388减50;满498减60', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品0.05折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付198元返16元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满18元赠送盘叉四件套', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",新龙路1267号,06:00-22:30
892641414044434,譽品味·粥坊,0,月售10,http://p0.meituan.net/waimaipoi/59dc9974997a4974afbd887fd98ca13263466.jpg,,45分钟,0,起送 ¥15,夜间配送 ¥15,,1,,8.1km,人均 ¥16,,"[{'info': '满78减22;满98减33;满128减45;满159减55;满189减66', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",川沙新镇城南路505号底层,"00:00-03:00,16:00-23:59"
1106573735050438,甜蜜问候,47,月售105,http://p1.meituan.net/wmproduct/f806a19e15dc355ca2a48f6c6f48a05c55808.jpg,,75分钟,0,起送 ¥69,配送 ¥5,,1,,9.2km,人均 ¥173,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满30减10;满210减15;满273减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.14折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付150元返10元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",金湘路333号-110,08:00-23:59
1026554199392793,村夫烤鱼重庆鸡公煲（唐镇路店）,0,月售9,http://p0.meituan.net/waimaipoi/6ce889383bafaed4dd595a88da0d670343008.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.3km,,,"[{'info': '满38减5;满69减8;满99减12;满139减18;满199减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满49元赠送饮料', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇唐镇路273号1层,"10:00-14:50,16:00-22:40"
968731054643282,皇冠热干面,0,月售70,http://p0.meituan.net/waimaipoi/5414080adb8f8f08f08191065e2bf884180412.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.9km,人均 ¥24,,"[{'info': '满35减5;满60减12;满100减16', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区上海市浦东新区紫薇路215号2-3层、217号1-3层、219号2-3层（张江路700号）,09:00-22:45
969375299795709,青唐宫中国兰州拉面,0,月售35,http://p1.meituan.net/waimaipoi/009da9d038b7408c75748c3ac4db984a50798.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,2.6km,,,"[{'info': '满25减4;满50减8;满100减12', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区高木桥路591号101室,09:00-23:00
920721910216510,李记海鲜坊,46,月售177,http://p1.meituan.net/business/162ab21dfe931ef085deef6ae850df9d58798.jpg,,65分钟,0,起送 ¥80,配送 ¥15,,1,,17.4km,人均 ¥40,,"[{'info': '满20减10;满40减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品2.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",长阳路1687号（普陀山美食广场二楼）,00:00-23:59
1093345235794150,海底捞火锅外送（梅花路店）,47,月售242,http://p0.meituan.net/waimaipoi/3139291d76e1bbe9cbb18244acf88d3023858.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,3小时,0,起送 ¥158,配送 ¥69,,1,,16.4km,,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满80减40;满299减47;满499减60', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.38折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额10元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区梅花路1099号206室,"00:00-02:00,09:30-23:59"
859282403078281,涮匠火锅（闵行店）,0,月售284,http://p1.meituan.net/waimaipoi/352f64e67b206cac2b07e2089cf4118c58161.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,70分钟,0,起送 ¥0,配送 ¥80,,1,,35.0km,人均 ¥147,,"[{'info': '满168减70;满268减105;满368减120', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额150元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市闵行区龙茗路609号,"00:00-05:00,10:00-23:59"
957430995709751,川香缘家常菜（川沙店）,0,月售33,http://p1.meituan.net/waimaipoi/b91d9d96af06c03e1769de4e181525a212487.jpg,,31分钟,1,起送 ¥20,夜间配送 ¥10,,1,,4.6km,,,"[{'info': '满38减5;满68减10;满128减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",新德西路360号,10:30-22:30
983617411314557,段氏龙虾（北蔡店）,44,月售129,http://p1.meituan.net/waimaipoi/33db51e0fb415ffaabe639601d0bac94491520.jpg,,2.5小时,0,起送 ¥88,配送 ¥22,,1,,12.4km,,,"[{'info': '满20减20;满100减30;满200减40;满300减50', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品2折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领4元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区成山路1720、1724号一层,10:00-23:30
945469511816069,章妈妈香辣蟹&小龙虾（巨鹿路店）,40,月售578,http://p1.meituan.net/waimaipoi/26e12e174a1f6152821544c456e2251c89309.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,65分钟,0,起送 ¥200,配送 ¥50,,1,,24.4km,,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满100减1;满150减2;满200减3', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",巨鹿路502号,"00:00-04:30,09:30-23:59"
931042716632432,麻香村•麻辣香锅（烤鱼）,45,月售302,http://p1.meituan.net/waimaipoi/834e61153a10de8fa4b10865fa8634fc95715.jpg,,55分钟,0,起送 ¥108,配送 ¥18,,1,,13.7km,,,"[{'info': '满10减8;满49减18;满79减25;满99减37;满188减50', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领5元券;领8元券;领20元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付58元返3元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",东绣路1142号,09:10-23:59
964745325025768,可芯超市(广兰店),0,月售99,http://p0.meituan.net/business/a0fb436bf91215bedbbd4e4eee63ce7389604.jpg,,40分钟,0,起送 ¥30,配送 ¥4,,1,,3.8km,,,"[{'info': '满35减3;满55减6', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",广兰路236号-8,08:00-23:59
1086344439075104,松鼠便利（广兰路店）,45,月售716,http://p1.meituan.net/waimaipoi/a80ab075937b4345ac5f0e49d8f6e34b89055.jpg,,30分钟,0,起送 ¥30,配送 ¥8,,1,,3.8km,,,"[{'info': '满39减2;满69减4;满99减9;满199减19;满299减29', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满88元赠送康师傅冰红茶500mL1', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",张江镇广兰路236号-2,07:30-23:01
931858760413751,麦香蛋糕（月浦店）,42,月售244,http://p0.meituan.net/waimaipoi/32f11c2fd766e84df2100a2471c0520437264.jpg,,70分钟,0,起送 ¥0,配送 ¥0,,1,,42.0km,人均 ¥145,,"[{'info': '满110减10;满168减25;满238减35;满308减55', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付30元返20元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",宝山区绥化路92号,05:00-23:00
1068576159402916,全家（紫薇路店）,0,月售40,http://p0.meituan.net/waimaipoi/b4026a86b3dbaf0ca6649ef883bb88987052.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥20,夜间配送 ¥9,,1,,2.4km,,,"[{'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",紫薇路693号一层101室,00:00-23:59
988311810545094,东北小串（广兰路店）,0,月售0,http://p0.meituan.net/waimaipoi/211ff9bb0e43795201572eadc0e3264136864.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.3km,,,"[{'info': '满30减3', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领4元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇广兰路1138号1层-2室,15:00-23:59
881109426861199,喜士多（春源门市店）,0,月售45,http://p0.meituan.net/waimaipoi/c9924dcb0adcaf66600866d7261f9c6c7192.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥20,夜间配送 ¥9,,1,,2.2km,,,"[{'info': '折扣商品6.02折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市春源路102号,07:00-23:59
1081289262569516,顶艺西饼屋,0,月售11,http://p1.meituan.net/business/59f14900f9397b33fe63763747e9a2d6339237.png,,9小时,0,起送 ¥0,配送 ¥0,,1,,,人均 ¥154,,"[{'info': '满30减30;满100减38;满200减48;满300减58;满400减68', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品7.3折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满88元赠送生日帽、餐具、蜡烛', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",上海市嘉定区徐行镇新建一路2072号,00:00-23:59
976126988376357,鼓浪屿西饼屋,0,月售4,http://p0.meituan.net/business/0d8cdb820923b9018b298614cb75ec30918497.png,,55分钟,0,起送 ¥0,配送 ¥0,,1,,7.1km,人均 ¥151,,"[{'info': '满100减8;满150减15;满200减25;满260减30;满300减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付138元返8元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区川沙新镇黄楼新街20号,06:00-23:30
1033847053863307,鼓浪屿西饼屋,0,月售5,http://p1.meituan.net/waimaipoi/8bc31149a32a507df2f877029b71934c200704.jpg,,55分钟,0,起送 ¥15,配送 ¥0,,1,,7.6km,人均 ¥104,,"[{'info': '满48减20;满168减28;满268减48', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.49折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领4元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区华夏东路2239号1F层R1店铺,06:00-23:00
